Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,-,55,7535404,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,447,63562506,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,-,4,568792,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,162,23036076,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B38M,-,433,66162400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B38M,-,31,4736800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B39M,-,549,89981100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B39M,-,4,655600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B39M,-,56,9178400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,6,877800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,-,55,8046500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Central America,Passenger,Narrow Body,Boeing,B738,-,4,585200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,569,83244700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,30,4389000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,486,76447800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,4,629200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,300,59400000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,236,52864000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,8,2560000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,-,3,1050000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,297,135015000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,-,146,67680000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,27,12480000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,118,54460000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,US,Passenger,Wide Body,Boeing,B772,-,2,920000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,-,67,37118000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,-,148,81992000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,88,48752000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,-,30,16620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,81,30780000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B788,-,19,7220000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,40,17000000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,-,89,37825000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,29,12325000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B78X,-,10,4450000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B78X,-,1,445000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,Vietnam Airlines JSC,VN,Vietnam Airlines JSC,VN,International,Asia,Passenger,Wide Body,Airbus,A359,-,15,6845355,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A350,-,30,15410310,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B38M,-,5,764000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,-,1,129200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,-,7,1024100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202311,2023/11/01,ZIPAIR Tokyo Inc,ZG,ZIPAIR Tokyo Inc,ZG,International,Asia,Passenger,Wide Body,Boeing,B788,-,26,9880000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"21 Air, LLC",2I,"21 Air, LLC",2I,Domestic,US,Freighter,Wide Body,Boeing,B762,-,2,566000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"21 Air, LLC",2I,"21 Air, LLC",2I,Domestic,US,Freighter,Wide Body,Boeing,B763,-,18,5868000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,B762,-,4,1088000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,B763,-,28,9116000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Canada,Passenger,Wide Body,Airbus,A333,-,1,407855,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A333,-,27,11012085,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B38M,-,45,6876000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B39M,-,32,5237400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,37,5328000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,-,14,1997386,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,3,514560,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,B38M,-,206,31476800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,-,1,425000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Bombardier,BCS3,-,51,6502500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B773,-,9,4986000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,74,36408000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,1,492000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,-,4,2216000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,-,4,1587328,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A333,-,1,407855,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,-,17,7758069,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Freighter,Wide Body,Boeing,B763,-,53,17148000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B39M,-,323,52875100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B39M,-,45,7366500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,32,4134400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,153,22383900,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,35,5120500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,389,60639700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,66,10381800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"All Nippon Airways, LTD",,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,62,34348000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A21N,-,162,28286172,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,20,2752473,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1,142198,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,412,70666240,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B38M,-,32,4889600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,151,21744000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Airbus,A359,-,31,14010388,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,-,27,17548000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"Breeze Aviation Group, Inc.",MX,"Breeze Aviation Group, Inc.",MX,Domestic,US,Passenger,Narrow Body,Bombardier,BCS3,-,31,4014500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"Breeze Aviation Group, Inc.",MX,"Breeze Aviation Group, Inc.",MX,Domestic,US,Passenger,Regional Jet,Embraer,E190,-,45,4365135,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,-,26,22412182,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B772,-,28,12880000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B773,-,2,1108000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B39M,-,3,491700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B739,-,41,6719900,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,-,36,16428852,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Airbus,A359,-,8,3650856,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B772,-,18,10350000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,10,5540000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,-,9,4986000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A21N,-,65,11349390,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,150,20668200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,33,4692534,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,70,12006330,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,49,7168700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,287,45145100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,174,34452000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,-,84,26880000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Bombardier,BCS1,-,97,11203500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Bombardier,BCS3,-,38,4845000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B772,-,9,5175000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,-,93,51522000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,-,31,26424596,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,-,33,10758000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,-,11,5019927,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,French Bee,BF,French Bee,BF,International,Europe,Passenger,Wide Body,Airbus,A359,-,11,5019927,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A20N,-,208,30907136,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A21N,-,37,6460422,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,10,1455050,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,8,1137584,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,33,5660160,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Narrow Body,Airbus,A21N,-,22,3841332,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,33,13240953,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,231,17330979,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,ITA Airways,AZ,ITA Airways,AZ,International,Europe,Passenger,Wide Body,Airbus,A339,-,3,1263249,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,ITA Airways,AZ,ITA Airways,AZ,International,Europe,Passenger,Wide Body,Airbus,A359,-,9,4107213,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,-,2,1108000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B788,-,31,11780000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B789,-,29,12325000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,-,30,2253000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A21N,-,38,6635028,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,62,8842732,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,302,51799040,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,-,3,1275000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B78X,-,19,8455000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,-,23,15024000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B744,-,3,1959000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,-,24,18312000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,-,45,24930000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A359,-,26,11865282,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,B748,-,31,21328000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,12,5100000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,Qatar Airways,QR,Qatar Airways,QR,International,Asia,Passenger,Wide Body,Airbus,A350,-,31,15923987,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
202312,2023/12/01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A333,-,28,11459621,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
