Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
201702,2017/02/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,27,12420000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,54,24840000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,-,17,9418000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,30,11400000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,-,8,3040000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,-,20,7600000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B788,-,27,10260000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,29,12325000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,-,101,42925000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,28,11900000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,69,9507372,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,1,137788,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1375,196547420,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,35,4990158,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,-,48,20400000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,27,3928635,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201702,2017/02/01,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,-,19,7749245,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A332,-,24,9568058,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,-,1,128000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,88,12849100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,-,59,7917800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,-,123,17493661,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,29,4973540,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B763,-,58,18560000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,-,1,492000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,-,1,425000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,-,31,21142000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B773,-,10,5540000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,-,5,4254920,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,3,1380312,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,1,460104,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,-,21,11634000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,26,12792000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,-,1,554000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,14,6580000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,17,9418000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B734,-,5,605000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,9,1162800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,-,1,129200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,101,14544000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,13,1872000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,373,57737900,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,49,7520700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,1,137700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,31,4408138,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,900,154350000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,100,14400000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,30,5940000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,29,8990000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,2,620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD83,-,1,130000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,-,10,6562000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,B772,-,31,14260000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,-,9,5994000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,-,46,12512000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,-,31,26722217,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,-,6,3780000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B772,-,24,11040000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B773,-,1,554000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,-,48,7022400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,-,73,40442000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,-,27,17982000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,-,12,4761984,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,-,6,3324000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B788,-,25,9500000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,1,75178,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,5,361560,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,355,26688190,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,41,3082298,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,27,3631014,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,79,11233642,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,57,9776583,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A332,-,21,8426061,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,-,22,2420000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,48,7022400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,105,16516500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,277,54846000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,59,13216000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201703,2017/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,-,90,28725000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
